Temperature (1/T) (K),Dark 1,Dark 2,Dark 3,Lit 1,Lit 2,Lit 3
0.003597122,-7.315355759,-7.290960983,-7.474694581,-6.693680059,-7.027600692,-6.955284368
0.003533569,-7.032633657,-7.235685306,-7.180928278,-6.806104817,-6.766022626,-6.882952356
0.003472222,-6.810370233,-6.908950437,-6.820600104,-6.595649939,-6.566492946,-6.601614415
0.003412969,-6.557915931,-6.466549735,-6.558452494,-6.336463408,-6.250203446,-6.245486098
0.003355705,-6.394819132,-6.42412015,-6.289335261,-6.088041972,-6.042877948,-5.992978444
0.00330033,-6.025316936,-6.016531223,-5.956324247,-5.726401718,-5.744274491,-5.73188863
0.003246753,-5.81851032,-5.931519759,-5.792027316,-5.665290049,-5.610140451,-5.67125934
