Temperature (1/T) (K),Dark 1,Dark 2,Dark 3,Lit 1,Lit 2,Lit 3
0.003597122,-7.361602361,-7.388783485,-7.458235763,-7.18216846,-7.014135499,-7.096319301
0.003533569,-7.288700159,-7.069671605,-7.089285629,-6.846756585,-6.710049141,-6.891440331
0.003472222,-6.93166738,-6.942824898,-7.047696057,-6.68102096,-6.811246323,-6.66723579
0.003412969,-6.648599095,-6.558180567,-6.786172116,-6.420537191,-6.280704146,-6.413444111
0.003355705,-6.344827628,-6.256251879,-6.421700375,-6.224599118,-6.112465001,-6.081558156
0.00330033,-6.130370091,-6.109052057,-6.220591309,-6.004238862,-5.86687233,-5.930875647
0.003246753,-6.000918183,-6.001206653,-6.004503734,-5.729874808,-5.803229772,-5.832913544
