Temperature (1/T) (K),Dark 1,Dark 2,Dark 3,Lit 1,Lit 2,Lit 3
0.003597122,-6.351619331,-6.33872862,-6.16547541,-6.094079036,-6.05605295,-6.001122547
0.003533569,-6.205567813,-6.082588449,-6.059251684,-5.916875116,-5.846828957,-5.830909382
0.003472222,-5.845130048,-5.786484966,-5.807974692,-5.664972503,-5.621895315,-5.648397044
0.003412969,-5.629099339,-5.590679315,-5.616991258,-5.468567369,-5.455446311,-5.471249693
0.003355705,-5.488535794,-5.395367986,-5.489485997,-5.31746598,-5.27212645,-5.366057428
0.00330033,-5.322312533,-5.23163387,-5.314540665,-5.259731534,-5.094323666,-5.338637562
0.003246753,-5.217048638,-5.087919634,-5.264348934,-5.141974287,-5.037157623,-5.21930816
