Temperature (1/T) (K),Dark 1,Dark 2,Dark 3,Lit 1,Lit 2,Lit 3
0.003597122,-8.969455846,-8.284213284,-8.771505428,-7.924761058,-8.299402068,-8.172443387
0.003533569,-8.219066735,-8.499714332,-8.149242832,-7.878739164,-7.927739287,-7.824620381
0.003472222,-8.025932723,-7.792660063,-7.955674453,-7.482163091,-7.377870026,-7.246935345
0.003412969,-7.247720298,-7.531134462,-7.468928593,-6.993647828,-7.042254473,-6.95364913
0.003355705,-6.968581683,-7.137168443,-7.083611873,-6.667138433,-6.690781054,-6.635177476
0.00330033,-6.762315698,-6.769492523,-6.661111809,-6.420903863,-6.446885647,-6.42588749
0.003246753,-6.482805903,-6.420355149,-6.456894754,-6.211306736,-6.289938846,-6.229772829
