Temperature (1/T) (K),Dark 1,Dark 2,Dark 3,Lit 1,Lit 2,Lit 3
0.003597122,-7.301896259,-7.323826796,-7.246407588,-7.028956019,-6.438759352,-6.629314517
0.003533569,-6.941059958,-6.701045675,-6.94207973,-6.051496677,-6.037384911,-6.419788949
0.003472222,-6.852846307,-6.331783897,-6.59197684,-6.510091354,-5.793758469,-6.114682638
0.003412969,-6.209571316,-5.987657469,-6.27685573,-5.990387994,-5.560608937,-5.825744195
0.003355705,-5.926634961,-5.708128145,-6.000269641,-5.512055622,-5.309765873,-5.622257851
0.00330033,-5.698091767,-5.484989761,-5.745998799,-5.36118828,-5.207597363,-5.519203567
0.003246753,-5.51438133,-5.315098951,-5.602462351,-5.302670333,-5.147513282,-5.447401358
